twitter,emoticon,sentiment score,sentiment feature,generalized feature
 twitter made peter lose  oh well.. he still rocks ,0,-0.4019,negative,1
 Twitter stop being a dick and let me change my background image!  (imagine a shiny NHL ring in the background),0,-0.6996,very negative,0
 twitter's not letting me post my photo.,0,0,positive,2
 u coming over.. becuz ur 17 becuz of ur age! its stupid!!! so i cant hangout with u i hate them!! and my mom is just like its becuz ily!,0,0.8256,very positive,3
 U DONT KNO MY STRUGGLE. ,0,-0.3182,negative,1
 u still have my # &amp; I wonder if you miss me too...? most likely not. ((hmm doubting you'll ever see this either.)),0,0.1119,positive,2
 Ugh  hahaha,0,0.2023,positive,2
 ugh your phone is just being a bitch today,0,-0.765,very negative,0
#NAME?,0,0,positive,2
 u'll see the truth !,0,0.3802,positive,2
 valued member of our team just skipped town due to annoying exec...~sighs~,0,0.0516,positive,2
 Ventures lead guitarist Bob Bogle,0,0,positive,2
 very happy about the weekend.,0,0.6115,very positive,3
#NAME?,0,0,positive,2
 virgin blue really dropped the ball today. Flight delayed 3 times,0,-0.2263,negative,1
 Waaaaah!! I can't go see @mitchelmusso today!! More ,0,0,positive,2
 wakin up exactly where i wanna be...,0,0,positive,2
 waking up to an inbox filled with more stuff to do.,0,0,positive,2
 walang kachat naghihintay mag online ang kachat,0,0,positive,2
 Wanna be in Oz .... Pink is coming!! ... She needs to jump across the ditch and visit us again.,0,0,positive,2
 Want to be at meet up again,0,0.0772,positive,2
 want to go back to sleep cos its too early but im not tired at all x,0,0.5038,very positive,3
 wants  to go and  see the  jonas  brothers oin november,0,0,positive,2
 was gonna go to my brothers show but still feeling like poo :**(,0,0.6124,very positive,3
#NAME?,0,0,positive,2
 wasted a grand yesterday. Just sunk in. And sadly I'm gonna be back to shopping in a few hours. Must kick habit.,0,-0.4588,negative,1
 MCFLY ARE PLAYING DOWN GOES ANOTHER ONE ON UCAP TOUR,0,0.2023,positive,2
 mcfly weren't on radiobob yet,0,0,positive,2
 me like my new picture,0,0.3612,positive,2
 me too darling,0,0.5859,very positive,3
 ME TOO! ugh ,0,-0.4753,negative,1
 Medium season finale was tonight. Storm knocked out cable earlier when I was watching it. Finally finished it .. So upsetting.,0,-0.5256,very negative,0
 meeks ..what a depressing day,0,-0.3818,negative,1
 might be joining a BAND!!,0,0,positive,2
 mike just called. he has to stay and close the salon tonight.,0,0,positive,2
 miley your awesome!,0,0.6588,very positive,3
 Miley's climb song just came on n the kid next to me singing it alound!  And her granny started singing it toooo!  Help help!,0,0.7412,very positive,3
 Miserable day today. Dont ask. Story might not be finished :\,0,-0.3045,negative,1
 miss you boys hope we see us again soon and make Party together :*,0,0.8176,very positive,3
 missed my dads phone call,0,-0.296,negative,1
 Missed the Pearl Jam tickets,0,-0.296,negative,1
 Misses 8 out of 10 cats tonigggght,0,-0.2263,negative,1
 misses her bby,0,-0.2263,negative,1
#NAME?,0,0,positive,2
#NAME?,0,0,positive,2
 Missing the Read. Meet the team / join the team: http://tinyurl.com/djlgrt,0,0,positive,2
#NAME?,0,0,positive,2
 moday is the last day of skool!! only a half day  ,0,0,positive,2
#NAME?,0,0,positive,2
 Mom's leaving,0,0,positive,2
 moncton this week sometime .. hope so  gonna see my hunny,0,0.4404,positive,2
 monday monday,0,0,positive,2
 more exams! noooooooooo!!,0,0,positive,2
 more storms. God keep us safe Refinnyj &lt;&gt; Mat1234,0,0.6461,very positive,3
 morning already...,0,0,positive,2
 Mothers Day,0,0,positive,2
 mr twitter universe hasnt let me on for over a week now. how am i supposed to vote?!,0,0,positive,2
 muffins ruined cuz i used baking soda instead of powder by accident.  and now i want to cry. but it's so dumb to cry about muffins.  ,0,-0.9434,very negative,0
 mum and stephan are argueing noo,0,0,positive,2
 Music.. &lt;3 haha! I need to get ready to walk to the grocery store (a mile away) OH! and clean my house. BBL to do more FF stuff! ,0,0.917,very positive,3
 must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary ag... http://ow.ly/ejFF,0,0.4939,positive,2
 Must wait till Wednesday for new Phonogram. Can't wait,0,0,positive,2
 my 12 year old is taking care of the injured black cat in front of our house,0,0.128,positive,2
 My 99yrold great gma died today.. but @ peace,0,0.7184,very positive,3
 my ankle is sore.,0,-0.3612,negative,1
 my babe is super sick!,0,0.2244,positive,2
 My baby kitty is going blind.  MY Charlotte. Why can't it be my stupid sister's cat? Why mine?,0,-0.755,very negative,0
 my backrounds not working,0,0,positive,2
 my Bday is almost over!!!!!,0,0,positive,2
 my bf left for this sea cadet thing yesterday,0,0,positive,2
- watching ¨¢???¨¢¡Æ¨¢??¨«??¨¢¨ö¨¢??¢Ó. It's really sad ,0,-0.6545,very negative,0
 watching jon &amp; kate &quot;news&quot; on e tv while on recumbent bike-that &amp; msnbc not into j&amp;k but,0,0,positive,2
 watching Pushing Daisies from last night love the quirkieness of it and Lee Pace is lush ,0,0.6369,very positive,3
 Watching the news makes me loose faith in human kind.,0,0.5994,very positive,3
 we hurt my moms feelings. ,0,-0.5267,very negative,0
 we just got done role playing,0,0.2023,positive,2
 we lost but thats ok the series isn't over one more game!!! but we had a really fun time....now time to take meds and go to bed,0,0.8366,very positive,3
 well if it makes you feel any better this drive is pretty lame-o.,0,0.802,very positive,3
 well i'm going again in early july minus my mother. get jaime to drive ya'll up here,0,0.2732,positive,2
 well me seeing you shall be arranged. I don't care what i have to do.,0,-0.1351,negative,1
 well my might just got made,0,0.2732,positive,2
 well she is almost two mnths old and we haven't been to the dr about anything else,0,0.2732,positive,2
#NAME?,0,0,positive,2
 Well,0,0.2732,positive,2
 well... yes. and I promised to go out tonight,0,0.6369,very positive,3
 we're fighting. He's frustrates me so damn much arghhh! About to watch Drag Me To Hell in this awkward silence. How fun!,0,-0.9149,very negative,0
 West Indies lost! Now the final is between Pakistan and Sri Lanka... Hope Pakistan wins!,0,0.7081,very positive,3
 WHAHHH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! NOO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,positive,2
 what a day. I hope everyone is having a better day than me. What a mess I seem to make on a daily basis.,0,0.5106,very positive,3
 what a great night!,0,0.6588,very positive,3
#NAME?,0,0,positive,2
 what coursework are you doing?,0,0,positive,2
- What do you guys do when you can't sleep? ,0,0,positive,2
 what happen with my pictureeeeeeeeeeeeeeeeeeeee,0,0,positive,2
 what happened to taylor?,0,0,positive,2
 What if Brad doesn't like me. He's so cool ,0,0.2219,positive,2
 What is this number six?,0,0.0964,positive,2
 what to do...,0,0,positive,2
#NAME?,0,0,positive,2
 Whatever.,0,0,positive,2
 whats all this dannygokey hate all about???,0,-0.6416,very negative,0
 whats good tonight!! lets make it gooooood! holler,0,0.5826,very positive,3
 what's that about?,0,0,positive,2
- what's the appeal of Patrick Wolf and his cellulite? Why is it all over my tumblr dashboard?? ,0,0,positive,2
 whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML,0,0.3846,positive,2
 when i come around :  ),0,0,positive,2
 Where did it all go to? Anyone in Charlotte want to come out tonight and play flashlight tag with me? It'll be cooler with a big group,0,0.4696,positive,2
 where is the sun? x),0,0,positive,2
 wheres a gvsu woman when ya need one,0,0,positive,2
 while shooting tonight,0,0,positive,2
 my birdy lucky died this morning  its sooo sad ,0,-0.5994,very negative,0
 my birthday is in two days!.,0,0,positive,2
 my birthday is on Monday ,0,0,positive,2
 my boyfriend has a boyfriend ,0,0,positive,2
 My browser very smoothly. Pros: Password activated,0,0,positive,2
 my cells diedddd,0,0,positive,2
 my chorus teacher gave the Children of Eden solo to ALL the senior girls... WTF. It's not a solo now! Stuck with the spiritual :/,0,-0.7569,very negative,0
 my computer doesn't drag clips into SV!,0,0.2401,positive,2
 My dad won't let me get my licesence until the summer..,0,0,positive,2
 My dear wife is having a rough day at home.  Tweet me some good vibes for her and I'll forward them (she's not on twitter).,0,0.6705,very positive,3
 my dog i wanted got adopted today,0,0,positive,2
 my dumb asthma won't go away...,0,-0.5106,very negative,0
 my ears hurt,0,-0.5267,very negative,0
 my eva got hit by a drunk driver ,0,-0.34,negative,1
 my eyes are going to be all puffy later  argh...funerals....so sad...,0,0,positive,2
 my fav shoes blew a seam. Geez and they aren't THAT old!  (@ work),0,0.5093,very positive,3
- my feet are 3 times their normal size and puffing out of my sandals. ,0,0,positive,2
 My feet hurt so bad. And My legs.... and ankles. Fuck!,0,-0.9133,very negative,0
 My fish got sick today. Tomorrow I will know how many survived.,0,0,positive,2
 my Followers ,0,0,positive,2
 my friends are so mean lmao,0,0.8062,very positive,3
 my girl makes me cry ugly!,0,-0.7712,very negative,0
 My girls got beat by the grubiest team in the primary girls football 5-2. On the upside my girls played great game ,0,0.7579,very positive,3
 My goin out plans tonight have kinda got a mess,0,-0.3008,negative,1
 my grandfathe have a diabetes ,0,0,positive,2
 my hair extensions are fucking sexy as hell!  Thanks for the support today Marissa i love you!,0,0.8486,very positive,3
 my handsome is not safe this week!! Heartbreaking!! MAX!,0,-0.5226,very negative,0
 my head hurts,0,-0.4767,negative,1
 my head hurts now.,0,-0.4767,negative,1
 my head hurts.... joes fault...wanker...ghgo p ]# = kujhvc,0,0,positive,2
 My head is hurting,0,-0.4019,negative,1
 my healthy Harold sticker in stuck in my hair.,0,0.1779,positive,2
 my intert didnt cahgne im sad.,0,0.3724,positive,2
 my iPhone has NO SIGNAL in the theater. Boo #ignitephx,0,-0.4466,negative,1
 My IPod Touch 2G is jailbroken,0,0,positive,2
 My iTunes card just ran out.,0,0,positive,2
 my legs hurt!,0,-0.5707,very negative,0
 my life,0,0,positive,2
 My mom has only been back a night,0,0,positive,2
 my mom just figured out i like oranges. FML,0,0.3612,positive,2
 my mom says she wants you to come over soon anyways,0,0,positive,2
 my mom's mean...,0,0,positive,2
 my mood. Fantastic ,0,0.5574,very positive,3
 my new best friend &lt;3,0,0.8126,very positive,3
- my new sleek coffee maker is on the way to find me! ,0,0,positive,2
 My other brother's sick...,0,0,positive,2
 My parakeet escaped. i'm pretty bummed,0,0.4939,positive,2
 while taking the girls to see UP then lunch then school for tourtering then class tonight.,0,0,positive,2
 whooo time to kill some zombies,0,-0.6908,very negative,0
 why am i not in dallas? goodnight.,0,0,positive,2
 why are you sick?,0,-0.5106,very negative,0
 Why can't I just be a heartless bitch?,0,-0.2896,negative,1
 why can't people understand when you want to keep a wedding small that you can't invite everyone you know?,0,-0.0372,negative,1
 Why didn't they have my size?   http://twitpic.com/7xyxv,0,0,positive,2
 Why do bands release digital only versions of EPs? I want a CD copy :@ At least I'll be able to get this one I guess :/,0,-0.6808,very negative,0
 why do you have to be so mean?,0,0,positive,2
 why does my corey smith station play nothing but hootie and the blowfish. ,0,0.1779,positive,2
 why does nobody want to hire me?!,0,0.1511,positive,2
 why does the optician hate me. stoopid glasses.,0,-0.5719,very negative,0
 Why hasn't he called. I'm being blown off yet again.,0,0,positive,2
 why is it that i am always so damn unlucky! It's not fair I'm like crying right now uhdjfdfjkdsfhds;kfjhds;fkdjhflk;dfjdslkfjd;lkfjd;lfkm,0,-0.8737,very negative,0
 why is this taking so long!?,0,0,positive,2
 why? cheer up ily ryan lol @ryan241241,0,0.8885,very positive,3
 why? GOODNIGHT WORLD.,0,0,positive,2
 why?? why why!! ???? so sad,0,-0.7604,very negative,0
 whys everything complicatedddddddddddd.,0,0,positive,2
 whys there no britbrit official fan club anymore i need to join,0,0.3182,positive,2
 Will have to wait to next week to meet C and N because of trip to Tokyo,0,0,positive,2
 will it ever enddd??,0,0,positive,2
 wish i could have gone bowling tonight,0,0.4019,positive,2
 wish i could've made things better baybeh',0,0.6808,very positive,3
 wish people didnt make stupid mistakes like you did....all i need now is a bottle of wine and curl up in a blanket on my own,0,0.8437,very positive,3
 wish you were here! Yea you!!,0,0.5538,very positive,3
 wishh people were being cooler,0,0,positive,2
 Wishin he would just trust me,0,0.5106,very positive,3
 wishing he didn't make me smile; my heart wouldn't jump so daggone much and confirm what I've tried to deny: i still love him.,0,0.3798,positive,2
 wishing i could fall off the face of the earth! Why does school have to be soooooo expensive?!!,0,0.4168,positive,2
 wishing it was 5!! Bored to death! Need a nap and some ice cream!!,0,-0.7405,very negative,0
 wishing on a star,0,0.2263,positive,2
 WitH kAtIE!,0,0,positive,2
- With my boys! &lt;3 ,0,0,positive,2
 withdrawals,0,0,positive,2
 wna play acoustic but bust my high E string yesterday ,0,0.1779,positive,2
 woe! even after updating my name,0,-0.4753,negative,1
 woke up early to wash and dry my tie dye shirt...the stupid thing is still wet. =[ FML.,0,-0.5267,very negative,0
 woke up to a nightmare...,0,0,positive,2
 won't know if Cyrus is okayfir another two weeks. :/,0,-0.34,negative,1
- Won't someone PLEASE give me a job? Pretty please?! A physics degree has to count for something? ,0,0.3669,positive,2
 Woo! Can't wait to watch 'Transformers 2: Revenge Of The Fallen'!,0,-0.2225,negative,1
